identifier,title,creator,year,language,publisher,subjects,sets,types,rights
oai:www.e-rara.ch:6239625,Der  Kanton Schwyz in der Alpenbahnfrage,[s.n.],1866,ger,A. Eberle und Söhne,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6240651,"Die  Physik in ausführlicher populärer Darstellung : nach dem gegenwärtigen Zustande dieser Wissenschaft, mit den bis auf die neueste Zeit darin gemachten Erfindungen und Entdeckungen : mit 292 Abbildungen auf 20 Tafeln","Poppe, Johann Heinrich Moritz von",1842,ger,Druck und Verlag von Friedrich Schulthess,"['ANGEWANDTE PHYSIK', 'POPULARISIERUNG DER WISSENSCHAFT']","['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6243342,"Manuel d'herborisation en Suisse et en Valais : redigé selon le systême de Linné, corrigé par ses propres principes : avec l'indication d'un nouveau systême derivé également des principes de ce grand maître","Clairville, Joseph Philippe de",1811,fre,Steiner-Ziegler,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6252590,Bericht an die Eisenbahnkommission über Benutzung der Strassen für Pferdebahnen,[s.n.],1862,ger,[Verlag nicht ermittelbar],,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6252775,Ueber die Bewässerungskanäle in den Walliser-Alpen : verfasst im Auftrag des Comité der Landwirthschaftlichen Gesellschaft der Romanischen Schweiz,"Blotnitzki, Leopold",1871,ger,Rider & Simmen,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6253188,Versteigerungs-Form und Bedingnisse der Linth-Kanal-Ausgrabung,"Escher von der Linth, Hans Konrad",1807,ger,[s. n.],,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6253238,Illustrirter Wegweiser auf der St.Gallisch-Appenzellischen Eisenbahn,"Henne, Otto",1856,ger,Selbstverlag des Herausgebers,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6253351,Die  Eisenbahn über den Splügen,[s.n.],1870,ger,Zollikofer,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6255043,Ueber Regulirung der Emme und Birs im Kanton Solothurn : Bericht an den hohen Regierungsrath,[s.n.],1868,ger,[s. n.],,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6255130,"Gutachten der Experten Professor Culmann, Ingenieur Tobler, Professor Baumeister über die Zugsrichtung der Eisenbahn Seebach-(Oerlikon-)Zürich auf städtischem Gebiete","Culmann, Carl",1876,ger,[Verlag nicht ermittelbar],,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19', 'collections', 'profethz']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6255152,Eingabe der Stadtbehörden Zürich's an den hohen Regierungsrath betreffend das vom Comite für die rechtufrige Seebahn vorgelegte Tracé dieser Bahn,[s.n.],1871,ger,gedruckt bei J.J. Ulrich,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6255285,Gutachten des Einwohnergemeinderaths von Bern über den geeignetsten Platz zum Bau des Bundesrathhauses : an die Einwohnergemeinde gerichtet,[s.n.],1850,ger,gedruckt bei C. Rätzer,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6255320,Gutachten über die Projekte einer Rheinthalbahn von Basel über Koblenz nach Winterthur und Wetzikon in technischer und finanzieller Beziehung,[s.n.],1870,ger,Schweighauserische Buchdruckerei,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6256454,Betrachtungen über den projektirten Eisenbahnbau und den Einfluss der Schienenwege auf die Bevölkerung der Schweiz,"Ziegler, Jakob Melchior",1851,ger,Huber und Comp.,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6256507,Die  schweizerische Rheinthalbahn,"Koller, G.",18uu,ger,[Verlag nicht ermittelbar],,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6256531,Denkschrift des Staatsrathes des Kantons Freiburg an den hohen Schweizerischen Bundesrath betreffend das Zwangskonzessionsbegehren einer Eisenahn durch das Broyethal,[s.n.],1870,ger,Buchdruckerei von Ph. Häsler & Comp.,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6256569,Mémoire du conseil d'état du canton de Fribourg au haut conseil fédéral suisse concernant la demande de concession forcée d'un chemin de fer par la vallée de la Broye,[s.n.],1870,fre,Mamert Soussens,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6256643,Projet pour la centralisation du service et le rachat des chemins de fer suisses par la confédération,"Bonna, Isaac",1868,fre,Imprimerie Pfeffer et Puky,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6256693,Konkordat für gemeinschaftliche Prüfung der Geometer und deren Freizügigkeit im Gebiete der Konkordats-Kantone nebst Prüfungs-Reglement und Vermessungs-Instruktion,[s.n.],1868,ger,Buchdruckerei von J. Allemann,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6257087,Die  sanitarische Bedeutung des Berieselungs-Projekts : Referat erstattet der Gesellschaft der Aerzte in Zürich am 29. Januar 1876,"Wyss, Hans von",1876,ger,Zürcher & Furrer,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6257133,"Rhone-Korrektion. Botschaft des Bundesrathes vom 19. Januar 1863 : sammt drei Expertenberichten vom 6. April 1861, 20. Mai und 26. Dezember 1862","Blotnitzki, Leopold",1862,ger,[Verlag nicht ermittelbar],,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6257247,Anlage einer allgemeinen Wasserversorgung der Stadt Zürich,[s.n.],1860,ger,gedruckt bei J.J. Ulrich,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6257513,Règlement provisoire concernant l'emploi des télégraphes électriques pour la correspondance interne,[s.n.],1852,fre,[s. n.],,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6257530,"Zusammenstellung der Vorschriften über die Benutzung der elektrischen Telegraphen in der Schweiz ... : enthaltend: I. Verordnung des Bundesrathes über Benutzung der Telegraphen; II.Reglement über Depeschen-Abonnement; III. Verzeichniss der auswärtigen Staaten, welche mit der Schweiz im telegraphischen Verkehr stehen; IV. Verzeichniss der schweizerischen Telegraphen-Büreaux; V. Telegraphenkarte der Schweiz; VI. Telegraphenkarte von Europa",Schweizerische Telegraphenverwaltung,1854,ger,[s. n.],,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6257698,Verhandlungen der ersten Generalversammlung der schweizerischen Nordbahn-Gesellschaft am 16. März 1846,Schweizerische Nordostbahn-Gesellschaft,1846,ger,[s.n.],,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6257728,Verhandlungen der zweiten Generalversammlung der Schweizerischen Nordbahn-Gesellschaft am 2. September 1847,Schweizerische Nordbahn-Gesellschaft,1847,ger,[s. n.],,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6257760,Verhandlungen der sechsten Generalversammlung der Schweizerischen Nordbahngesellschaft,Schweizerische Nordostbahn-Gesellschaft,1851,ger,[Ulrich],,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6257783,"Statuten der Actiengesellschaft für die Zürich-Bodensee-Eisenbahn : beschlossen von der ersten Generalversammlung in Zürich den 28. Februar, 1853",Zürich-Bodensee-Eisenbahngesellschaft,1853,ger,"Druck von Orell, Füssli & Comp.",,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6257820,"Statuten der Actiengesellschaft für die Schweizerische Nordostbahn : beschlossen von der ersten Generalversammlung in Zürich, den 12 Herbstmonat 1853",Schweizerische Nordostbahn-Gesellschaft,1853,ger,"Druck von Orell, Füssli und Comp.",,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6257844,Eventueller Entwurf zu einem Beschlusse des Grossen Rathes des Kantons Zürich betreffend Ertheilung einer Konzession für eine Glattthal-Eisenbahn,Glatt-Thal-Bahn,1853,ger,[s. n.],,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6257867,Zur Bahnhoffrage,[s.n.],1854,ger,Druck von David Bürkli,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6257888,"Statuts modifiés: suivant les résolutions prises dans l'Assemblée Générale des Actionnaires, du 28 Mai 1855",Compagnie du chemin de fer de l'ouest suisse,1855,fre,Imprimerie de Jules-Gme Fick,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6257914,Instructions générales sur la comptabilité des stations et le service des voyageurs et des marchandises,Compagnie de l'Ouest des Chemins de Fer Suisses,1855,fre,"Genton, Voruz et Vinet",,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6258217,Gutachten über die Eisenbahn-Projekte von Zürich nach Luzern und Brunnen,"Wild, Johannes",1857,ger,"Orell, Füssli & Comp",,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19', 'collections', 'profethz']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6258446,Projet de soumission pour la construction et l'exploitation de la ligne de Genève à Berne,Compagnie de l'Ouest des Chemins de Fer Suisses,1853,fre,Imprimerie de Ferd. Ramboz et Cie,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6258476,"Message du Conseil fédérale à la haute Assemblée fédérale touchant: I. les subventions à accorder par la Confédération aux Cantons d'Uri, de Schwytz et du Valais pour l'établissement des routes de la Furka, de l'Oberalp, et de l'Axen; II. la subvention à accorder par la Confédération au Canton des Grisons pour le réseau de routes projeté par ce Canton; III. les ressources financières de la Confédération",Schweiz,1861,fre,[s. n.],,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6258541,Rapport complémentaire du Conseil d'Etat au Grand-Conseil de la République et Canton de Neuchâtel sur la Correction de la Reuse,Kanton Neuenburg,1865,fre,Imprimerie Montandon Frères,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6258572,Beleuchtung einer jüngst erschienenen Denkschrift über die Abflussverhältnisse des Bodensee's von Konstanz bis Stein,"Hartmann, F.",1862,ger,Sonderegger & Buff,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6258606,"Gutachten der vom Regierungsrathe berufenen Experten ... Theophil von Hansen ... Achilles Thommen ... Edouard Collignon ... über die Anlage einer obern neuen Rheinbrücke in Basel : mit Beifügung der Antworten auf die an dieselben von ... Stehlin, Maring und Reber gerichteten Fragen","Hansen, Theophil Edvard von",1876,ger,[Bürgin],,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6258709,Bericht und Antrag des Stadtrathes Zürich an die Gemeindeversammlung betreffend Ankauf des Lettengutes in Wipkingen,[s.n.],18uu,ger,[s. n.],,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6258746,Rapport du Conseil Général à l'Assemblée Générale touchant l'exécution du projet de distribution d'eau décrétée par arrèté du 7 avril 1864,Municipalité de Neuchâtel,1864,fre,[s.n.],,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6258797,Geschäfts- & Rechenschaftsbericht der Direktion der Rheinfall-Bahn nebst dem Berichte des Rechnungs-Revisors des Verwaltungsrathes : vorgelegt der General-Versammlung der Aktionäre am 10. März 1856,"Ott, G. H.",1856,ger,Ziegler,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6258822,"Ueber das st.gallische Eisenbahnwesen : enthaltend 1. geschichtliches über die St. Gallsichen Eisenbahnbestrebungen ... 2. Technisches Gutachten über die Anlage, den Betrieb und die Rentabilität einer Eisenbahn von Rorschach nach St. Gallen ...","Hungerbühler, Johann Matthias",1846,ger,Verlag von Huber und Komp.,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6258969,Rechenschaftsbericht und Anträge des geschäftsleitenden Komités an die Aktiengesellschaft zur Beförderung des Baues einer Eisenbahn von Rorschach nach St. Gallen und von St. Gallen nach Wil : der Versammlung der Aktionäre vorgelegt den 6. Februar 1950,"Hungerbühler, J. M.",1850,ger,Kälin,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6259776,Bericht und Antrag des Stadtrathes Zürich an die Gemeindeversammlung betreffend die Wasserversorgung der Stadt Zürich,Zürich,1868,ger,[s. n.],,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6260061,Seiler's aero-hydrostatische Waage angewendet zur Hebung von Zügen in Tunneln auf Alpenbahnen,"Ott, G.",1864,ger,Rieder & Simmen,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6260078,Eingabe an den hohen Kantonsrath betreffend die Korrektion der Glatt,Kanton Zürich,1879,ger,Genossenschafts-Buchdruckerei,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6260130,"Commissionalbericht an den ... Grossen Rath des Standes Schaffhausen, die Betheiligung des Kantons Schaffhausen an der Unternehmung einer Gotthardtbahn betreffend",[s.n.],1872,ger,[s. n.],,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6261157,Verhandlungen der ausserordentlichen Generalversammlung der schweizerischen Nordbahn-Gesellschaft abgehalten in Zürich den 23. Juni 1853 und Abschluss der Rechnungen bis 30 Juni 1853 nebst einem Auszüge aus dem Schlussberichte der Direktion an den Ausschuss,Schweizerische Nordbahn-Gesellschaft,1853,ger,[Urlich],,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6261179,Geschäfts- & Rechenschaftsbericht der Direktion der Rheinfall-Bahn nebst dem Berichte des Rechnungs-Revisors des Verwaltungsrathes vorgelegt der General-Versammlung der Aktionäre am 23. März 1857,"Ott, G. H.",1857,ger,gedruckt bei Murbach u. Gelzer,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6261312,Bericht an den ... Stadtrath Zürich über Strassenbahnen und Eisenbahnen in Städten,"Bürkli, A.",1865,ger,[s. n.],,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6261482,Assemblée générale des actionnaires du 30 mai 1861 : rapport du conseil d'administration : résolutions de l'assemblée générale,Compagnie du chemin de fer franco-suisse,1861,fre,Imprimerie de James Attinger,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6261521,Assemblée générale des actionnaires du 15 juin 1863 : huitième rapport du conseil d'administration : résolutions de l'assemblée générale,Compagnie du chemin de fer franco-suisse,1863,fre,Imprimerie de James Attinger,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6268305,Ueber die Rheincorrection im Canton St. Gallen,"Pestalozzi, Karl",1872,ger,Zürcher und Furrer,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19', 'collections', 'profethz']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6268398,Gutachten über die Umgestaltung des Rheinprofils,"Wey, Jost",1879,ger,Lehmann,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6268432,Mémoire sur les digues insubmersibles : sur les écluses à cheminées pour le colmatage,"Venetz, Ignaz",1851,fre,Imprimerie Ferd. Ramboz et Cie,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6269884,Nordostbahn. Instruktion zum Legen des Oberbaues,[s.n.],1854,ger,"Orell, Füssli & Comp",,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6269898,Projekt einer Pferdebahn vom Bahnhof durch die Stadt Zürich bis an den See,[s.n.],1863,ger,Kiesling & Herzog,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6269922,Anträge der Direktion Nordbahn an die am 4 März 1870 stattfindende Generalversammlung der Actionäre betreffend finanzielle Betheiligung der Nordostbahngesellschaft bei der Ausführung einer Gotthardbahn,Schweizerische Nordbahn-Gesellschaft,1870,ger,Schiller & Comp,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6270851,Antrag der Direktion der Nordostbahn an die am 19. Oktober 1865 stattfindende Generalversammlung der Aktionäre betreffend finanzielle Betheiligung der Nordostbahngesellschaft bei der Ausführung einer Gotthardbahn : nebst Beilagen,[s.n.],1865,ger,Druck von David Bürkli,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6272542,Die  Urwelt der Schweiz,"Heer, Oswald",1883,ger,Druck und Verlag von Friedrich Schulthess,"['PALÄOGEOGRAPHIE', 'SCHWEIZ (MITTELEUROPA). SCHWEIZERISCHE EIDGENOSSENSCHAFT']","['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19', 'collections', 'profethz']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6275613,Percement du Simplon : mémoire technique à l'appui des plans et devis dressés en 1881 et 1882,"Comité du Simplon, Lausanne",1882,fre,Imprimerie Georges Bridel,"['EISENBAHNGESCHICHTE', 'EISENBAHNKARTEN', 'GEBIRGSTUNNEL + ALPENTUNNEL (TUNNELBAU)', 'SIMPLON-GRUPPE (LEPONTINISCHE ALPEN)', 'TUNNELPROJEKTIERUNG (TUNNELBAU)']","['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6279241,Die  Bauweise Hennebique,"Ritter, Wilhelm",1899,ger,Zürcher & Furrer,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19', 'collections', 'profethz']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6279264,Der  Bezirk Werdenberg und die Binnengewässer-Korrektion,"Wey, Jost",1879,ger,[Lehmann],,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6283987,"Bericht der vom Bundesrathe einberufenen Experten, Herrn R. Stephenson und H. Swinburne, über den Bau von Eisenbahnen in der Schweiz","Stephenson, Robert",1850,ger,gedruckt in der Stämpflischen Buchdruckerei,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6284074,Bericht der vom Schweizerischen Bundesrathe einberufenen Herren Rathsherr Geigy von Basel und Ingenieur Ziegler von Winterthur über die Ausführung eines Schweizerischen Eisenbahnnetzes in finanzieller Beziehung,[s.n.],1850,ger,gedruckt in der Stämpflischen Buchdruckerei,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6284271,Der  Einfluss der Eisenbahnen mit besonderer Berücksichtigung der nicht industriellen Theile der Schweiz : Bericht des eidgenössischen Post- und Bau-Departements an die Eisenbahnkommission des hohen Nationalraths,[s.n.],1851,ger,Schweighauser'sche Buchdruckerei,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6284327,Bericht der Mehrheit der nationalräthlichen Eisenbahnkommission,[s.n.],18uu,ger,[Verlag nicht ermittelbar],,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6284553,"Bericht und Anträge der Eisenbahnkommission des Schweizerischen Nationalraths, welche den Bau und Betrieb von Eisenbahnen den Kantonen, beziehungsweise der Privatthätigkeit überlassen will (vom 1. Mai 1852)",[s.n.],1852,ger,[Verlag nicht ermittelbar],,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6284876,Die  graphische Statik,"Culmann, Carl",1866,ger,Meyer & Zeller,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19', 'collections', 'profethz']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6285836,Cahier des charges de Genève à la frontière française et constitution en société anonyme sur le canton de Genève,Compagnie du chemin de fer franco-suisse,18uu,fre,[Imp. Fick],,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6285874,Eisenbahn des Kantons Freiburg oder Central-West-Schweiz : Ausweis an den Bundesrath und Korrespondenz mit den Ständen Bern Waadt,[s.n.],1856,ger,gedruckt bei K. Marchand und Comp.,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6285934,Assemblée générale des actionnaires du 11 mai 1857 : rapport du conseil d'administration : résolutions de l'assemblée générale,Compagnie du chemin de fer franco-suisse,1857,fre,Imprimerie de James Attinger,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6285969,Rapport du Conseil d'Etat au Grand-Conseil sur l'exécution des décrets relatifs à la participation de l'état dans l'entreprise du chemin de fer par le Jura industriel,[s.n.],1856,fre,Imprimerie de Charles Leidecker et A. Combe,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6286005,"Betrachtungen über die Anlegung einer Eisenbahn vom Bodensee nach Zürich, und vergleichende Darstellung der zwei hiefür in Vorschlag gebrachten Linien, nämlich: von Romanshorn durch das Thurthal nach Frauenfeld und Zürich oder von Rorschach über St. Gallen nach Frauenfeld und Zürich",Thurgau,1852,ger,[s. n.],,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6286049,Paroles explicatives au peuple de la Gruyère à l'occasion du chemin de fer fribourgeois : le Conseil d'Etat du Canton de Fribourg,Kanton Freiburg,1856,fre,[s. n.],,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6286123,Bericht an die schweizerischen Aktionäre der Südostbahn über den dermaligen Stand des Unternehmens nebst Rechnung auf 31. Dezember 1855,[s.n.],1856,ger,Druck der Otto'schen Offizin,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6286473,Anwendungen der graphischen Statik nach ... C. Culmann / 1 Die im Inneren eines Balkens wirkenden Kräfte,"Ritter, Wilhelm",1888,ger,Meyer & Zeller,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19', 'collections', 'profethz']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6286995,Strade ferrate,Tessin,18uu,ita,[tip. del Verbano],,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6287045,"Statuten der Actiengesellschaft für die Schweizeische Nordostbahn : gemäss den Beschlüssen der Generalversammlungen in Zürich vom 12. Herbstmonat 1853, vom 13. Christmonat 1856, vom 29. Christmonat 1857 und vom 30. April 1860",[s.n.],1860,ger,"Orell, Füssli und Comp.",,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6287067,Die  Eisenbahnen und der National-Wohlstand der Schweiz ...,[s.n.],1858,ger,Schabelitz,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6287117,Rechtsgutachten in Sachen der Herren Gebrüder Rothschild wider die schweizerische Nordostbahn,"Bluntschli, Johann Caspar",1859,ger,Zürcher und Furrer,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6287289,Beleuchtung einer jüngst erschienenen Denkschrift über die Abflussverhältnisse des Bodensee's von Konstanz bis Stein,"Hartmann, F.",1862,ger,Sonderegger & Buff,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6290484,"Bericht an den hohen schweizerischen Bundesrath über die Untersuchung der schweiz. Wildbäche, vorgenommen in den Jahren 1858, 1859, 1860 und 1863","Culmann, Carl",1864,ger,Zürcher und Furrer,"['HOCHWASSER + HOCHWASSERABFLUSS + MAXIMALABFLUSS (HYDROLOGIE)', 'SCHWEIZ (MITTELEUROPA). SCHWEIZERISCHE EIDGENOSSENSCHAFT', 'WILDBACHVERBAUUNGEN (FLUSSBAU)', 'WILDBÄCHE + BERGBÄCHE (HYDROLOGIE)']","['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19', 'collections', 'profethz']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6291290,"Rapport au Conseil Fédéral sur les torrents des alpes Suisses inspectés en 1858, 1859, 1860 et 1862","Culmann, Carl",1865,fre,Imprimerie L. Corbaz & Comp.,,"['zut', 'book', 'collections', 'wihibe', 'collections', 'profethz', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6293040,Anwendungen der graphischen Statik nach ... C. Culmann / 3 Der kontinuierliche Balken,"Ritter, Wilhelm",1900,ger,Albert Raustein,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19', 'collections', 'profethz']","['Text', 'Book']",pdm
