identifier,title,creator,year,language,publisher,subjects,sets,types,rights
oai:www.e-rara.ch:6303900,Officielles Notizenblatt die Linthunternehmung betreffend,[s.n.],"['1807', '1824']",ger,[s. n.],,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6306216,Weihe der Vaterstadt : eine musikalische Dichtung,"Nägeli, Hans Georg",1816,ger,[Verlag nicht ermittelbar],"['Libretto', 'Deutsch']","['zuz', 'book', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6306239,Ernste und heitere Bilder aus dem Soldatenleben zur Zeit der Freischaarenzüge und des Sonderbundes : Erinnerungen und Erlebnisse eines alten luzernerischen Milizsoldaten,"Wapf, Anton",1878,ger,[Verlag nicht ermittelbar],,"['zuz', 'book', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6314705,Anwendungen der graphischen Statik nach ... C. Culmann / 2 Das  Fachwerk,"Ritter, Wilhelm",1890,ger,Meyer & Zeller,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19', 'collections', 'profethz']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6318264,"Dictionnaire historique, géographique et statistique du canton de Vaud : notices historiques et topographiques sur les villes bourgs, villages, châteaux et anciens monastères du pays rédigées essentiellement sur les chartes","Crousaz, Aymon de","['1867', '1886']",fre,imprimerie L. Corbaz et comp. ...,,"['zuz', 'book', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6319339,"Schweizerische Haussprüche : ein Beitrag zur epigrammatischen Volkspoesie, aus der Landschaft Zürich","Sutermeister, Otto",1860,ger,S. Höhr,,"['zuz', 'book', 'ch', 'ch19', 'collections', 'rheinau']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6319441,"Orendel und Brîde : eine Rune des deutschen Heidenthums, umgedichtet im zwölften Jahrhundert zu einem befreiten Jerusalem","Ettmüller, Ernst Moritz Ludwig",1858,ger,Meyer & Zeller's Verlag,,"['zuz', 'book', 'ch', 'ch19', 'collections', 'rheinau']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6319663,"Erinnerungen aus der höchstmerkwürdigen Lebensgeschichte eines jungen Theologen, welcher blind war : theilnehmenden Menschenfreunden gewidmet","Kuchhäuser, Johannes",1850,ger,Verlag des Verfassers,,"['zuz', 'book', 'ch', 'ch19', 'collections', 'rheinau']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6334356,"Juragewässerkorrektion : Instruktion für die vom Bundesrathe einberufenen Experten und Bericht der Herren Pestalozzi, Sauerbeck und Hartmann. (Vom 8. Mai und 3. Juni 1854)","Pestalozzi, H.",1854,ger,[s. n.],,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6336949,"Erwiderung der eidg. Experten auf die Bedenken des Herrn Oberst La Nicca, in Betreff der Juragewässerkorrektion. (Vom 22. Juni 1857)","Pestalozzi, H.",1857,ger,[s. n.],,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6336963,"Bundesbeschluss, betreffend die Juragewässerkorrektion. (Vom 3. Augstmonat 1857)",[s.n.],1857,ger,[s. n.],,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6336973,Instruktion des Bundesrathes für die technischen Experten in Sachen der Juragewässerkorrektion,[s.n.],1857,ger,[s. n.],,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6336995,Instruktion des schweizerischen Bunderathes an die landwirtschaftlichen Experten bei der Juragewässerkorrektion,[s.n.],1857,ger,[s. n.],,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6337017,"Protokoll über die Verhandlung der vom 2. bis 4. November 1857 in Sachen der Juragewässerkorrektion in Bern versammelten Konferenz, sammt Entwurf zu einem Bundesbeschlusse",[s.n.],1857,ger,[s. n.],,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6337067,"Correction der Juragewässer, durch Theilung der Aare bei der Rabenfluh : mit Kritik des Gutachtens der Bundesexperten von 1857","Rode, K.",1857,ger,Druck von E. Schüler,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6337146,Bericht an die Direktion der Vorbereitungsgesellschaft der Juragewässer-Korrektion zu Handen des Ausschusses und der Generalversammlung derselben über den Gang dieser Angelegenheit seit den Generalversammlungen vom 29. September 1850 und 16. Oktober 1853 bis 1. November 1861,[s.n.],1862,ger,[s. n.],,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6337280,La  correction des eaux du Jura : le projet La Nicca-Bridel mis en présence avec celui de M.S. Fornerod ...,[s.n.],1865,fre,Imprimerie Ramboz et Schuchardt,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6337303,Die  Versumpfung des Seelandes durch Herrn General Ochsenbein und die Entsumpfung desselben durch Herrn Oberst Lanicca,"Kocher, A.",1865,ger,Buchdruckerei von J.A. Weingart,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6340236,Botschaft des Schweizerischen Bundesrathes an die h. Bundesversammlung der schweizerischen Eidgenossenschaft betreffend die Erstellung von Eisenbahnen (Vom 7. April 1851),[s.n.],1851,ger,[s. n.],,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6341892,Die  Anlegung von Eisenbahnen in der Schweiz,[s.n.],1845,ger,Schweighauser'sche Buchdruckerei,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6341921,Ueber Eisenbahnen in der Schweiz und insbesondere einer Stammeisenbahn von Basel nach Olten als erste Verbindung und Fortsetzung der benachbarten grossen Bahnen,"Merian, A.",1845,ger,gedruckt und in Kommission bei J.C. Schabelitz,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6341948,Die  Eisenbahnen in der Schweiz und in Gebirgsländern überhaupt : Vorschlag für ein verändertes Eisenbahn-Bausystem in Gebirgsländern und für eine Vertheilung der für die Locomotion der Wagen-Züge nöthigen Zugkraft zwischen Dampf und Wasser von J. Sulzberger. Nebst einer Beurtheilung dieser Vorschläge durch Karl Dollmätsch,"Sulzberger, Johann Jakob",1850,ger,"Druck und Verlag von C.A. Jenni, Vater",,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6341994,"Das  schweizerische Eisenbahnnetz und seine national-ökonomische, politische und sociale Bedeutung","Morel, C.",1851,ger,Jent & Reinert,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6342105,Rapport présenté à la commission du grand-conseil du canton de Neuchâtel sur les projets de chemins de fer et de raccordements de routes à exécuter dans ce canton,"Wild, Johannes",1852,fre,[s. n.],,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19', 'collections', 'profethz']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6342172,Rapport de la commission d'études de chemins de fer présente au grand-conseil de la république et canton de Neuchâtel dans sa session extraordinaire du 7 octobre 1852 : rapport de la minorité,"Courvoisier, F.",1852,fre,[s. n.],,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6342194,Rapport adressé au conseil d'administration des chemins de fer neuchâtelois,Mary L.-C,1853,fre,Attinger,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6343097,Die  Correction des Rheins im Domleschger Thale,"La Nicca, Richard",1828,fre,"bey Orell, Füssli und Compagnie",,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6355556,Auszug aus dem Protokolle der ersten Generalversammlung der Actionaire der Zürich-Bodensee-Bahngesellschaft : abgehalten ... den 28. Februar 1853,Zürich-Bodensee-Eisenbahngesellschaft,1853,ger,Orell Füssli,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6357815,Berne et ses environs : guide,Société pour le Développement de la Ville de Berne,1897,fre,Schmid & Francke,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6362115,"Trois sonates pour le piano-forte [op. 2 no 2, 4 et 6]","Clementi, Muzio",1803,und,Naigueli,,"['zuz', 'notated_music', 'collections', 'ch', 'ch19']","['Other', 'Music Print']",pdm
oai:www.e-rara.ch:6362165,"Trois sonates pour le piano-forte [op. 25 no 1, 4 et 5]","Clementi, Muzio",1804,und,Naigueli,,"['zuz', 'notated_music', 'collections', 'ch', 'ch19']","['Other', 'Music Print']",pdm
oai:www.e-rara.ch:6362220,Trois sonates pour le piano-forte,"Cramer, Johann Baptist",1803,und,Naigueli,,"['zuz', 'notated_music', 'collections', 'ch', 'ch19']","['Other', 'Music Print']",pdm
oai:www.e-rara.ch:6362273,Deux sonates pour le piano forte,"Liste, Anton",1804,und,Naigueli,,"['zuz', 'notated_music', 'collections', 'ch', 'ch19']","['Other', 'Music Print']",pdm
oai:www.e-rara.ch:6362338,Sonate précédée d'une introduction & fugue : pour le piano forte,"Woelfl, Josef",1805,und,Naigueli,,"['zuz', 'notated_music', 'collections', 'ch', 'ch19']","['Other', 'Music Print']",pdm
oai:www.e-rara.ch:6365769,"Instruktion für die Maschinisten auf Dampfschiffen aus der Werkstätte von Escher, Wyss & Comp. in Zürich",Escher-Wyss & Cie,1847,ger,Druck von Zürcher und Furrer,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6369363,Geologischer Übersichtsplan von Horgen : mit Darstellung der Bahnanlage und der stattgehabten Versenkungen,[s.n.],188u,ger,Hofer,"['EISENBAHNKARTEN', 'GEOLOGISCHE KARTEN', 'HORGEN, BEZIRK (KANTON ZÜRICH)', 'HORGEN, ORT (KANTON ZÜRICH)']","['zut', 'cartographic', 'collections', 'ch', 'ch19']","['Image', 'Map']",pdm
oai:www.e-rara.ch:6369368,Geographische Karte der schweizerischen Gewerbsthätigkeit : = Carte géographique de l'industrie suisse,"Ziegler, Jakob Melchior",1857,ger,Joh. Wurster u. Comp.,"['Wirtschaft', 'SCHWEIZ (MITTELEUROPA). SCHWEIZERISCHE EIDGENOSSENSCHAFT', 'WIRTSCHAFTSKARTEN']","['zut', 'cartographic', 'collections', 'ch', 'ch19']","['Image', 'Map']",pdm
oai:www.e-rara.ch:6369374,Kleine officielle Eisenbahnkarte der Schweiz,"Leuzinger, Rudolf",1882,ger,Kümmerly,"['Eisenbahn', 'EISENBAHNKARTEN', 'SCHWEIZ (MITTELEUROPA). SCHWEIZERISCHE EIDGENOSSENSCHAFT']","['zut', 'cartographic', 'collections', 'wihibe', 'ch', 'ch19']","['Image', 'Map']",pdm
oai:www.e-rara.ch:6375326,"Skizzen über die berühmte Sauerwasser-Quelle bei St. Moritz im Canton Graubünden, in der Schweiz : nebst Rath und Anleitung zu einer ordentlichen Brunnen-Cur","Wettstein, Johann Ulrich",1819,ger,gedruckt bei A.T. Otto,,"['zuz', 'book', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6388844,Rapport présenté par le conseil d'administration à l'assemblée générale des actionnaires de la Compagnie de l'Ouest des Chemins de Fer Suisses le 5 mai 1856 à Morges,Compagnie de l'Ouest des Chemins de Fer Suisses,1856,fre,Imprimerie Corbaz et Rouiller fils,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6394039,Geschäftsbericht der Direktion der Glattthalbahn vorgelegt der ordentlichen Generalversammlung der Aktionäre am 20. August 1855,Glatt-Thal-Bahn,1855,ger,Druck von Johannes Weilenmann,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6394060,Erster Rechenschaftsbericht des Verwaltungsrathes der St.Gallisch-Appenzellischen Eisenbahngesellschaft nebst dem Protokoll der Generalversammlung der Aktionäre vom 27. Dezember 1853,[s.n.],1853,ger,Druck der Zollikofer'schen Offizin,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6394101,Geschäfts- & Rechenschaftsbericht der Direktion der Rheinfall-Bahn nebst dem Berichte des Rechnungsrevisors des Verwaltungsrathes,[s.n.],1855,ger,Murbach und Gelzer,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6394130,Verwaltungsbericht an die Aktionäre der schweizerischen Südostbahn nebst Rechnungsübersicht vom 22. August 1852 bis 31. Dezember 1854,[s.n.],1855,ger,gedruckt in der Offizin von Fr. Wassali,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6395748,"Geschäftsbericht der Direktion der Glattthalbahn, vorgelegt der ordentlichen Generalversammlung der Aktionäre am 21. Juni 1856",[s.n.],1856,ger,gedruckt von J. Weilenmann,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6395770,"Geschäftsbericht der Direktion der Glattthalbahn, vorgelegt der ordentlichen Generalversammlung der Aktionäre am 7. März 1857",[s.n.],1857,ger,gedruckt von J. Weilenmann,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6395806,Vierter Rechenschaftsbericht des Verwaltungsrathes der St.Gallisch-Appenzellischen Eisenbahngesellschaft nebst dem Protokoll der Generalversammlung der Aktionäre vom 10. Februar 1857,[s.n.],1857,ger,Druck der Zollikofer'schen Offizin,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6395857,Assemblée générale des actionnaires du 24 mai 1858 : rapport du conseil d'administration : résolutions de l'assemblée générale,Compagnie du chemin de fer franco-suisse,1858,fre,Imprimerie de James Attinger,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6395884,Assemblée générale des actionnaires du 30 mai 1859 : rapport du conseil d'administration : résolutions de l'assemblée générale,Compagnie du chemin de fer franco-suisse,1859,fre,Imprimerie de James Attinger,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6396007,Assemblée générale des actionnaires du 5 mars 1860 : rapport du conseil d'administration,Compagnie du chemin de fer franco-suisse,1860,fre,Imprimerie de James Attinger,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6396042,Assemblée générale des actionnaires du 16 octobre 1865 : dixème rapport du conseil d'administration : rapport de MM. les vérificateurs de comptes : résolutions de l'assemblée,Compagnie du chemin de fer franco-suisse,1865,fre,Imprimerie de James Attinger,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6396714,Beleuchtung der Eisenbahnprojekte,[s.n.],1872,ger,[s. n.],,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6396734,Rapport de la commission d'études de chemins de fer présente au grand-conseil de la république et canton de Neuchâtel dans sa session extraordinaire du 7 octobre 1852 : rapport de la majorité,[s.n.],1852,fre,[s. n.],,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6407515,"Deux sonates pour le piano forte [op. 13, op. 31,3]","Beethoven, Ludwig van",1804,und,Naigueli,,"['zuz', 'notated_music', 'collections', 'ch', 'ch19']","['Other', 'Music Print']",pdm
oai:www.e-rara.ch:6407570,Grande sonate pour le piano-forte [op. 53],"Beethoven, Ludwig van",1805,und,Naigueli,,"['zuz', 'notated_music', 'collections', 'ch', 'ch19']","['Other', 'Music Print']",pdm
oai:www.e-rara.ch:6407617,Deux sonates suivies d'une fugue pour le piano forte,"Stadler, Maximilian",1804,und,Naigueli,,"['zuz', 'notated_music', 'collections', 'ch', 'ch19']","['Other', 'Music Print']",pdm
oai:www.e-rara.ch:6407668,Deux sonates pour le piano forte,"Steibelt, Daniel",1803,und,Naigueli,,"['zuz', 'notated_music', 'collections', 'ch', 'ch19']","['Other', 'Music Print']",pdm
oai:www.e-rara.ch:6407727,Allegri di bravura : pour le piano forte,"Weyse, Christoph Ernst Friedrich",1803,und,Naigueli,,"['zuz', 'notated_music', 'collections', 'ch', 'ch19']","['Other', 'Music Print']",pdm
oai:www.e-rara.ch:6407770,Allegri di bravura : pour le piano forte,"Weyse, Christoph Ernst Friedrich",1809,und,Naigueli,,"['zuz', 'notated_music', 'collections', 'ch', 'ch19']","['Other', 'Music Print']",pdm
oai:www.e-rara.ch:6407823,"Partita in B a clarinetto primo, clarinetto secondo, corno primo, corno secondo, fagotto primo, fagotto secondo, op. 57","Kreith, Carl",1809,und,Joseph Eder,,"['zuz', 'notated_music', 'collections', 'ch', 'ch19']","['Other', 'Music Print']",pdm
oai:www.e-rara.ch:6407852,Trois sonates pour le piano-forte,"Dussek, Johann Ladislaus",1803,zxx,Naigueli,,"['zuz', 'notated_music', 'collections', 'ch', 'ch19']","['Other', 'Music Print']",pdm
oai:www.e-rara.ch:6407966,Variationen für das Clavier,"Bach, Johann Sebastian",1802,zxx,bey Hans Georg Naegeli,"['Variations (Piano)', 'Piano music', 'Variations (Harpsichord)']","['zuz', 'notated_music', 'collections', 'ch', 'ch19']","['Other', 'Music Print']",pdm
oai:www.e-rara.ch:6408047,Chant guerrier : adressé aux Prussiens en May 1813 : deux romances et deux airs allemands,[s.n.],1814,ger,"de l'Imprimerie d'Orell, Fussli et Compagnie",,"['zuz', 'notated_music', 'collections', 'ch', 'ch19']","['Other', 'Music Print']",pdm
oai:www.e-rara.ch:6422329,Denkschrift der Concessionäre der französisch-schweizerischen Eisenbahn an den hohen schweizerischen Bundesrath,[s.n.],1856,ger,Haller'sche Buchdruckerei (B.F. Haller),,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6422375,Denkschrift des Direktoriums der schweizerischen Centralbahn an den hohen Schweizerischen Bundesrath betreffend die Bahnhoffrage von Solothurn,[s.n.],1855,ger,Schweighauser'sche Buchdruckerei,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6422455,"Chronologischer Auszug aus den Actenstücken, betreffend die Stellung des Bahnhofes bei der Stadt Solothurn",[s.n.],1856,ger,"Druck von J. Gassmann, Sohn",,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6422496,Entgegnung auf die Denkschrift des Direktoriums der schweiz. Centralbahn betreffend die Bahnhoffrage von Solothurn ...,[s.n.],1856,ger,Schwendimann,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6422547,Zur Frage des definitiven Bahnhofes der schweizerischen Centralbahn und ihres Anschlusses an die französische Ostbahn in Basel,"Etzel, Carl",1856,ger,Bahnmaier's Buchhandlung (C. Detloff),,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6422576,Zweites Gutachten des Herrn Ingenieurs Emanuel Müller ... an die Verwaltungscommission der Stadtgemeinde Solothurn als Beleuchtung des technischen Theiles der Denkschrift des Directoriums der schweiz. Centralbahn über die Anlage des Bahnhofes in Solothurn,[s.n.],1856,ger,"Druck von J. Gassmann, Sohn",,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:6422674,"Instruktion für die Kommissariate der schweiz. Centralbahn-Gesellschaft, welche zum Behuf gütlicher Vermittlung der Expropriationen aufgestellt werden : genehmigt vom Directorium der schweizerischen Centralbahn, den 17. Mai 1853",[s.n.],1853,ger,Druck von J. W. Baur sel. Erben,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
